Dia_diem,Nam,Thang,Ngay,T,U,R,Sh
Ha Long,2024,4,7,24.9,88,0,0
Ha Long,2024,4,8,24.2,85,0.1,0
Ha Long,2024,4,9,22.7,89,1.3,0
Ha Long,2024,4,10,23.4,88,0,0
Ha Long,2024,4,11,25.5,90,0,1.1
Ha Long,2024,4,12,25.2,95,0.9,0
Ha Long,2024,4,13,26.1,90,0,2.3
Ha Long,2024,4,14,26.7,88,0,0
Ha Long,2024,4,15,27.3,84,0,4.2
Ha Long,2024,4,16,27.4,82,1.9,7.6
Ha Long,2024,4,17,27,88,0.3,0.1
Ha Long,2024,4,18,25.7,92,26.9,0.8
Ha Long,2024,4,19,27.9,87,0.1,3.6
Ha Long,2024,4,20,28.1,87,40.8,1.9
Ha Long,2024,4,21,25.6,89,0.2,0
Ha Long,2024,4,22,25.8,86,30.4,2.9
Ha Long,2024,4,23,27.5,87,0.1,3.4
Ha Long,2024,4,24,27.3,81,0.1,0
Ha Long,2024,4,25,26.5,91,1.7,1
Ha Long,2024,4,26,28.5,90,0,5.1
Ha Long,2024,4,27,28.9,87,0,6.6
Ha Long,2024,4,28,29.5,82,0,8.3
Ha Long,2024,4,29,29.6,84,0,6.1
Ha Long,2024,4,30,29.9,82,0,7.8
Ha Long,2024,5,1,27.1,82,37.1,1
Ha Long,2024,5,2,24.4,89,38.6,0
Ha Long,2024,5,3,24.8,93,32.1,0.2
Ha Long,2024,5,4,26.5,88,0,3.2
Ha Long,2024,5,5,26.5,76,0,1.5
Ha Long,2024,5,6,24.7,91,73.5,0
Ha Long,2024,5,7,26.4,86,0,2.7
Ha Long,2024,5,8,27.4,85,0,4.4
Ha Long,2024,5,9,26.5,81,0,1.3
Ha Long,2024,5,10,26.8,86,27,4.6
Ha Long,2024,5,11,27.9,87,0,6.9
Ha Long,2024,5,12,27.6,90,16.5,7.5
Ha Long,2024,5,13,26.8,88,2.8,4
Ha Long,2024,5,14,27.6,82,0,6.6
Ha Long,2024,5,15,28.1,84,0.8,5.2
Ha Long,2024,5,16,28.6,66,0,7
Ha Long,2024,5,17,28,72,0,7.9
Ha Long,2024,5,18,28.2,87,0.1,1.5
Ha Long,2024,5,19,26.5,92,85.7,0
Ha Long,2024,5,20,27.1,89,6.3,4
Ha Long,2024,5,21,27.7,84,0,8.2
Ha Long,2024,5,22,27.7,82,8.8,6
Ha Long,2024,5,23,27.5,86,0,3.5
Ha Long,2024,5,24,29,84,0.2,5.8
Ha Long,2024,5,25,28,87,13.1,0.7
Ha Long,2024,5,26,29.1,89,9.6,1
Ha Long,2024,5,27,31,81,0,3.4
Ha Long,2024,5,28,30.4,87,1.6,4.7
Ha Long,2024,5,29,30.5,82,0,8.9
Ha Long,2024,5,30,29.5,86,0,1.1
Ha Long,2024,5,31,26.5,81,1.5,0.5
Ha Long,2024,6,1,28,84,0,3.4
Ha Long,2024,6,2,29.8,83,0,7.9
Ha Long,2024,6,3,30.7,84,0,8.1
Ha Long,2024,6,4,29.8,88,0.6,3.9
Ha Long,2024,6,5,27.1,93,49,0
Ha Long,2024,6,6,27.3,86,0.2,0.9
Ha Long,2024,6,7,27.3,91,1.8,0.6
Ha Long,2024,6,8,27.9,94,18.6,0
Ha Long,2024,6,9,25.8,96,307.2,0
Ha Long,2024,6,10,27.4,92,23.7,2.5
Ha Long,2024,6,11,29.3,88,0,3.4
Ha Long,2024,6,12,30.1,84,0,9
Ha Long,2024,6,13,31.4,80,0,7.5
Ha Long,2024,6,14,30.7,83,0,0.5
Ha Long,2024,6,15,31.3,86,0,3.7
Ha Long,2024,6,16,31.1,85,0,4.9
Ha Long,2024,6,17,31.4,82,0,7.5
Ha Long,2024,6,18,30.1,83,5.1,2
Ha Long,2024,6,19,31.5,81,0,8.2
Ha Long,2024,6,20,31.2,84,0,4.1
Ha Long,2024,6,21,31.1,84,0,6.8
Ha Long,2024,6,22,30.9,82,0,4.7
Ha Long,2024,6,23,29.8,85,10.7,3.1
Ha Long,2024,6,24,27.9,90,36,0.6
Ha Long,2024,6,25,26.6,94,93.7,0
Ha Long,2024,6,26,27.2,91,89,0
Ha Long,2024,6,27,26.6,93,28,0
Ha Long,2024,6,28,27.1,96,56.1,0
Ha Long,2024,6,29,29.7,88,3.9,3
Ha Long,2024,6,30,31,79,0,5.2
Ha Long,2024,7,1,31,79,0,0
Ha Long,2024,7,2,29.8,82,0,0.1
Ha Long,2024,7,3,29.7,88,14.1,3.5
Ha Long,2024,7,4,29.5,87,15.6,3.1
Ha Long,2024,7,5,28.6,86,5.4,9.1
Ha Long,2024,7,6,29,88,11,5.6
Ha Long,2024,7,7,28.7,90,45.3,2.1
Ha Long,2024,7,8,29.3,83,0,9.1
Ha Long,2024,7,9,30.1,85,0.1,4.2
Ha Long,2024,7,10,30.7,83,0.3,6.6
Ha Long,2024,7,11,30,85,6.8,8.3
Ha Long,2024,7,12,30.2,84,3.2,7.1
